created_at;account.id;in_reply_to_account_id;
2018-04-14T14:04:42.846Z;101;-1;
2018-04-14T14:03:28.000Z;2081;-1;
2018-04-14T14:03:15.899Z;1336;-1;
2018-04-14T13:53:55.309Z;159;159;
2018-04-14T13:52:02.000Z;2077;-1;
2018-04-14T13:46:55.515Z;159;159;
2018-04-14T13:44:36.212Z;159;159;
2018-04-14T13:41:04.432Z;159;159;
2018-04-14T13:38:05.926Z;159;159;
2018-04-14T13:36:14.302Z;159;159;
2018-04-14T13:36:06.000Z;373;-1;
2018-04-14T13:35:57.000Z;919;-1;
2018-04-14T13:31:35.969Z;159;159;
2018-04-14T13:28:14.000Z;2075;-1;
2018-04-14T13:27:50.112Z;159;159;
2018-04-14T13:26:12.000Z;1204;-1;
2018-04-14T13:23:08.195Z;159;159;
2018-04-14T13:21:20.692Z;159;159;
2018-04-14T13:21:00.000Z;2075;-1;
2018-04-14T13:14:43.782Z;159;159;
2018-04-14T13:11:42.535Z;571;-1;
2018-05-04T21:06:28.809Z;571;-1;
2018-05-04T21:01:10.253Z;502;502;
2018-05-04T20:58:10.812Z;502;-1;
2018-05-04T20:52:34.741Z;568;568;
2018-05-04T20:51:49.403Z;1051;-1;
2018-05-04T20:48:0900Z;960;960;
2018-05-04T20:47:49.000Z;960;-1;
2018-05-04T20:46:38.777Z;568;568;
2018-05-04T20:46:06.940Z;571;-1;
2018-05-04T20:45:55.365Z;80;-1;
2018-05-04T20:41:56.000Z;2198;-1;
2018-05-04T20:40:09.884Z;101;-1;
2018-05-04T20:38:48.454Z;101;-1;
2018-05-04T20:37:55.846Z;571;571;
2018-05-04T20:36:37.202Z;571;-1;
2018-05-04T20:34:49.612Z;101;-1;
2018-05-04T20:34:23.515Z;568;568;
2018-05-04T20:30:18.119Z;574;-1;
2018-05-04T20:26:59.149Z;568;568;
2018-05-04T20:22:28.883Z;568;-1;
2018-05-04T20:18:09.281Z;101;-1;
2018-05-04T20:17:36.167Z;101;-1;
2018-05-04T20:09:01.000Z;1681;-1;
2018-05-04T20:07:2000Z;758;758;
2018-05-04T20:06:41.190Z;80;-1;
2018-05-04T19:58:5900Z;758;758;
2018-05-04T19:57:5122Z;10;10;
2018-05-04T19:57:3700Z;758;758;
2018-05-04T19:56:33.000Z;758;-1;
2018-05-04T19:55:04.000Z;3682;-1;
2018-05-04T19:53:01.000Z;301;-1;
2018-05-04T19:52:50.746Z;574;574;
2018-05-04T19:52:14.000Z;3651;-1;
2018-05-04T19:52:07.834Z;574;574;
2018-05-04T19:48:50.000Z;2616;-1;
2018-05-04T19:46:43.000Z;720;-1;
2018-05-04T19:41:5400Z;718;718;
2018-05-04T19:41:31.000Z;2627;-1;
2018-05-04T19:38:18.000Z;718;-1;
2018-03-29T17:52:56.000Z;941;-1;
2018-03-29T16:59:22.000Z;3206;-1;
2018-03-29T16:47:23.000Z;80;-1;
2018-03-29T16:45:01.000Z;3813;-1;
2018-03-29T16:28:27.000Z;1485;-1;
2018-03-29T16:02:43.000Z;2736;-1;
2018-03-29T13:48:08.000Z;717;-1;
2018-03-29T13:19:55.000Z;371;-1;
2018-03-29T12:39:00.000Z;688;-1;
2018-03-29T09:38:57.000Z;1416;-1;
2018-03-29T07:52:16.000Z;1424;-1;
2018-03-29T07:36:50.000Z;366;-1;
2018-03-29T05:41:06.000Z;592;-1;
2018-03-29T05:26:40.000Z;1244;-1;
2018-03-29T05:00:20.000Z;487;-1;
2018-03-29T04:17:04.000Z;872;-1;
2018-03-29T02:55:42.000Z;2179;-1;
2018-03-29T01:03:31.000Z;872;-1;
2018-03-29T00:52:06.000Z;875;-1;
2018-03-29T00:29:15.000Z;874;-1;
2018-03-29T00:03:00.000Z;2024;-1;
2018-03-28T21:59:30.000Z;81;-1;
2018-03-28T21:30:20.000Z;1553;-1;
2018-03-28T20:43:21.000Z;882;-1;
2018-03-28T20:18:30.000Z;1670;-1;
2018-03-28T19:12:45.000Z;705;-1;
2018-03-28T19:10:46.000Z;297;-1;
2018-03-28T18:47:34.000Z;569;-1;
2018-03-28T18:09:0400Z;636;636;
2018-03-28T18:05:44.000Z;636;-1;
2018-03-28T15:18:10.000Z;2706;-1;
2018-03-28T15:04:36.000Z;1203;-1;
2018-03-28T14:25:19.000Z;428;-1;
2018-03-28T09:35:46.000Z;1690;-1;
2018-03-28T07:23:38.000Z;3716;-1;
2018-03-28T06:54:24.000Z;2486;-1;
2018-03-28T06:50:25.000Z;2754;-1;
2018-03-28T06:46:22.000Z;2486;-1;
2018-05-04T19:35:5400Z;2744;2744;
2018-05-04T19:35:07.000Z;2744;-1;
2018-05-04T19:33:10.000Z;3654;-1;
2018-05-04T19:32:2100Z;857;857;
2018-05-04T19:32:01.000Z;857;-1;
2018-05-04T19:30:24.681Z;571;571;
2018-05-04T19:28:46.392Z;571;-1;
2018-05-04T19:26:00.551Z;80;-1;
2018-05-04T19:22:54.000Z;1713;-1;
2018-05-04T19:22:30.000Z;449;-1;
2018-05-04T19:22:29.000Z;3650;-1;
2018-05-04T19:19:27.770Z;101;-1;
2018-05-04T19:18:50.758Z;574;574;
2018-05-04T19:18:14.276Z;574;-1;
2018-05-04T19:17:02.000Z;81;-1;
2018-05-04T19:15:45.000Z;1915;-1;
2018-05-04T19:15:34.166Z;8;-1;
2018-05-04T19:13:07.319Z;556;-1;
2018-05-04T19:11:40.205Z;2319;-1;
2018-05-04T19:10:13.000Z;1048;-1;
2018-05-04T19:04:05.000Z;3505;-1;
2018-05-04T19:01:58.000Z;571;-1;
2018-05-04T18:58:40.099Z;571;-1;
2018-05-04T18:56:44.000Z;356;-1;
2018-05-04T18:56:40.978Z;571;-1;
2018-05-04T18:52:40.003Z;8;-1;
2018-05-04T18:50:2100Z;1529;1529;
2018-05-04T18:49:46.000Z;1529;-1;
2018-05-04T18:49:05.393Z;571;571;
2018-05-04T18:48:38.000Z;3655;-1;
2018-05-04T18:48:24.988Z;571;-1;
2018-05-04T18:47:36.322Z;571;-1;
2018-05-04T18:43:19.000Z;3660;-1;
2018-05-04T18:38:14.012Z;10;-1;
2018-05-04T18:37:43.955Z;571;-1;
2018-05-04T18:37:00.000Z;2260;-1;
2018-05-04T18:31:47.816Z;571;-1;
2018-05-04T18:30:26.270Z;573;-1;
2018-05-06T22:15:14.000Z;235;-1;
2018-05-06T22:12:08.051Z;546;-1;
2018-05-06T22:03:23.433Z;487;-1;
2018-05-06T22:03:07.000Z;1005;-1;
2018-05-06T22:02:22.000Z;3761;-1;
2018-05-06T22:00:56.505Z;174;-1;
2018-05-06T21:48:51.873Z;574;574;
2018-05-06T21:48:07.535Z;574;574;
2018-05-06T21:45:24.000Z;289;-1;
2018-05-06T21:44:30.710Z;574;574;
2018-05-06T21:39:01.322Z;182;182;
2018-05-06T21:35:05.048Z;182;-1;
2018-05-06T21:34:35.000Z;600;-1;
2018-05-06T21:25:29.448Z;182;-1;
2018-05-06T21:21:25.000Z;187;-1;
2018-05-06T21:17:55.000Z;3503;-1;
2018-05-06T21:17:02.814Z;80;-1;
2018-05-06T21:15:15.000Z;301;-1;
2018-05-06T21:05:3200Z;1675;1675;
2018-05-06T21:05:32.000Z;3054;-1;
2018-05-06T21:04:19.000Z;1675;-1;
2018-05-06T21:00:11.083Z;571;-1;
2018-05-06T20:54:25.000Z;628;-1;
2018-05-06T20:52:32.260Z;574;574;
2018-05-06T20:51:55.632Z;182;-1;
2018-05-06T20:47:34.743Z;574;574;
2018-05-06T20:43:14.000Z;3753;-1;
2018-05-06T20:36:02.000Z;3751;-1;
2018-05-06T20:35:21.000Z;126;-1;
2018-05-06T20:34:36.886Z;574;574;
2018-05-06T20:33:09.813Z;574;574;
2018-05-06T20:31:31.000Z;3316;-1;
2018-05-06T20:29:55.815Z;159;-1;
2018-05-06T20:29:53.000Z;3783;-1;
2018-05-06T20:26:3392Z;574;574;
2018-05-06T20:25:38.000Z;628;-1;
2018-05-06T20:25:28.354Z;574;574;
2018-05-06T20:24:34.794Z;574;574;
2018-04-12T18:13:30.000Z;1882;-1;
2018-04-12T18:11:29.000Z;1875;-1;
2018-04-12T18:08:27.000Z;661;-1;
2018-04-12T18:07:3398Z;574;574;
2018-04-12T18:06:31.000Z;1505;-1;
2018-04-12T18:04:12.786Z;574;574;
2018-04-12T18:03:58.477Z;159;-1;
2018-04-12T18:02:34.000Z;1244;-1;
2018-04-12T18:01:09.000Z;2018;-1;
2018-04-12T18:00:49.832Z;565;-1;
2018-04-12T17:57:21.000Z;953;-1;
2018-04-12T17:52:50.000Z;1853;-1;
2018-04-12T17:52:11.000Z;356;-1;
2018-04-12T17:44:31.000Z;1174;-1;
2018-04-12T17:43:03.000Z;1880;-1;
2018-04-12T17:42:45.700Z;502;-1;
2018-04-12T17:41:09.000Z;835;-1;
2018-04-12T17:39:55.000Z;1462;-1;
2018-04-12T17:37:45.468Z;574;574;
2018-04-12T17:34:21.195Z;1044;-1;
2018-04-12T17:33:28.824Z;574;-1;
2018-04-12T17:33:10.000Z;1873;-1;
2018-04-12T17:31:57.106Z;502;-1;
2018-04-12T17:28:55.000Z;953;-1;
2018-04-12T17:26:54.838Z;551;-1;
2018-04-12T17:24:04.000Z;488;-1;
2018-04-12T17:23:23.728Z;390;-1;
2018-04-12T17:23:00.000Z;960;-1;
2018-04-12T17:22:2700Z;834;834;
2018-04-12T17:21:49.974Z;1405;-1;
2018-04-12T17:21:24.000Z;834;-1;
2018-04-12T17:12:16.000Z;683;-1;
2018-04-12T17:08:2500Z;632;632;
2018-04-12T17:01:28.000Z;632;-1;
2018-04-12T16:56:59.157Z;398;-1;
2018-04-12T16:50:37.446Z;571;571;
2018-04-12T16:45:41.622Z;6;-1;
2018-04-12T16:44:33.789Z;565;-1;
2018-04-21T02:04:49.000Z;631;-1;
2018-04-21T01:41:21.936Z;159;159;
2018-04-21T01:40:55.569Z;159;-1;
2018-04-21T01:35:13.000Z;967;-1;
2018-04-21T01:34:43.000Z;213;-1;
2018-04-21T01:33:58.848Z;574;-1;
2018-04-21T01:32:05.000Z;3200;-1;
2018-04-21T01:22:23.000Z;1875;-1;
2018-04-21T01:22:19.000Z;834;-1;
2018-04-21T01:21:47.000Z;2119;-1;
2018-04-21T01:03:59.558Z;159;-1;
2018-04-21T01:03:06.423Z;80;-1;
2018-04-21T00:59:28.000Z;2122;-1;
2018-04-21T00:56:51.000Z;2055;-1;
2018-04-21T00:55:56.000Z;532;-1;
2018-04-21T00:50:19.000Z;2651;-1;
2018-04-21T00:49:3000Z;2521;2521;
2018-04-21T00:47:18.000Z;768;-1;
2018-04-21T00:45:41.998Z;80;-1;
2018-04-21T00:44:05.000Z;938;-1;
2018-04-21T00:42:20.000Z;2521;-1;
2018-04-21T00:40:23.000Z;1295;-1;
2018-04-21T00:32:35.821Z;182;-1;
2018-04-21T00:28:1100Z;1533;1533;
2018-04-21T00:27:21.000Z;1533;-1;
2018-04-21T00:24:04.442Z;159;-1;
2018-04-21T00:22:27.409Z;487;-1;
2018-04-21T00:22:16.000Z;1587;-1;
2018-04-21T00:21:17.319Z;80;-1;
2018-04-21T00:12:26.533Z;159;-1;
2018-04-21T00:08:47.000Z;263;-1;
2018-04-21T00:01:51.000Z;1503;-1;
2018-04-20T23:55:41.000Z;1586;-1;
2018-04-20T23:53:50.000Z;2647;-1;
2018-04-20T23:52:18.000Z;600;-1;
2018-04-20T23:40:58.019Z;567;-1;
2018-04-20T23:33:18.000Z;1154;-1;
2018-04-20T23:28:05.311Z;502;-1;
2018-02-22T09:10:56.000Z;428;-1;
2018-02-22T07:46:56.000Z;1321;-1;
2018-02-22T01:44:57.810Z;8;-1;
2018-02-21T23:59:53.000Z;1149;-1;
2018-02-21T23:27:42.121Z;8;-1;
2018-02-21T23:18:53.000Z;1715;-1;
2018-02-21T20:23:22.317Z;8;-1;
2018-02-21T16:18:42.530Z;6;-1;
2018-02-21T16:13:49.000Z;2893;-1;
2018-02-21T16:02:12.000Z;3661;-1;
2018-02-21T15:55:56.000Z;686;-1;
2018-02-21T15:55:50.000Z;2435;-1;
2018-02-21T12:47:48.000Z;3319;-1;
2018-02-21T06:13:47.000Z;1541;-1;
2018-02-21T01:52:22.710Z;8;-1;
2018-02-20T21:33:31.017Z;8;-1;
2018-02-20T20:11:23.000Z;574;-1;
2018-02-20T16:41:45.000Z;2920;-1;
2018-02-20T06:40:32.000Z;448;-1;
2018-02-20T06:01:04.000Z;1240;-1;
2018-02-20T04:47:19.000Z;1355;-1;
2018-02-20T01:39:05.000Z;877;-1;
2018-02-19T23:23:40.000Z;1410;-1;
2018-02-19T23:18:13.000Z;1283;-1;
2018-02-19T22:31:02.000Z;1943;-1;
2018-02-19T16:57:28.748Z;4;-1;
2018-02-19T11:07:39.000Z;1446;-1;
2018-02-19T04:56:17.000Z;80;-1;
2018-02-19T00:54:56.848Z;8;-1;
2018-02-19T00:36:05.000Z;2866;-1;
2018-02-19T00:27:32.239Z;8;-1;
2018-02-19T00:18:09.876Z;8;-1;
2018-02-18T21:20:53.000Z;2288;-1;
2018-02-18T19:57:02.781Z;8;-1;
2018-02-18T19:52:27.556Z;8;-1;
2018-02-18T05:49:09.000Z;695;-1;
2018-02-18T01:31:28.000Z;1127;-1;
2018-02-18T01:18:51.000Z;3788;-1;
2018-02-18T00:53:13.000Z;2277;-1;
2018-04-15T16:24:31.000Z;356;-1;
2018-04-15T16:23:31.000Z;2164;-1;
2018-04-15T16:21:3100Z;1147;1147;
2018-04-15T16:18:11.000Z;600;-1;
2018-04-15T16:16:18.000Z;317;-1;
2018-04-15T16:16:00.000Z;652;-1;
2018-04-15T16:07:55.000Z;1147;-1;
2018-04-15T16:03:16.000Z;1054;-1;
2018-04-15T15:54:41.000Z;356;-1;
2018-04-15T15:54:07.688Z;182;-1;
2018-04-15T15:53:04.000Z;997;-1;
2018-04-15T15:50:28.000Z;215;-1;
2018-04-15T15:47:44.000Z;741;-1;
2018-04-15T15:47:41.000Z;2099;-1;
2018-04-15T15:41:3000Z;928;928;
2018-04-15T15:37:35.000Z;2073;-1;
2018-04-15T15:37:25.000Z;738;-1;
2018-04-15T15:31:25.000Z;928;-1;
2018-04-15T15:27:39.000Z;356;-1;
2018-04-15T15:25:05.000Z;2159;-1;
2018-04-15T15:15:53.000Z;738;-1;
2018-04-15T15:14:55.779Z;101;-1;
2018-04-15T15:14:26.281Z;101;-1;
2018-04-15T15:14:15.000Z;855;-1;
2018-04-15T15:11:12.786Z;80;-1;
2018-04-15T15:08:27.000Z;1785;-1;
2018-04-15T15:06:44.589Z;101;-1;
2018-04-15T14:59:48.000Z;1023;-1;
2018-04-15T14:50:49.930Z;569;-1;
2018-04-15T14:42:54.000Z;835;-1;
2018-04-15T14:37:24.000Z;1721;-1;
2018-04-15T14:35:55.000Z;301;-1;
2018-04-15T14:32:05.000Z;87;-1;
2018-04-15T14:29:12.701Z;571;-1;
2018-04-15T14:22:43.883Z;398;-1;
2018-04-15T14:16:09.000Z;196;-1;
2018-04-15T14:15:15.000Z;1513;-1;
2018-04-15T14:06:25.000Z;736;-1;
2018-04-15T14:03:45.724Z;571;-1;
2018-04-09T01:59:09.000Z;1164;-1;
2018-04-09T01:50:06.105Z;182;-1;
2018-04-09T01:32:31.049Z;551;-1;
2018-04-09T01:27:40.965Z;159;-1;
2018-04-09T01:27:10.000Z;1583;-1;
2018-04-09T01:10:50.622Z;487;487;
2018-04-09T01:02:22.723Z;80;-1;
2018-04-09T00:44:34.000Z;1109;-1;
2018-04-09T00:36:56.916Z;487;-1;
2018-04-09T00:26:47.000Z;1039;-1;
2018-04-09T00:21:03.355Z;568;-1;
2018-04-09T00:15:26.000Z;1108;-1;
2018-04-09T00:08:49.000Z;313;-1;
2018-04-09T00:07:45.000Z;1101;-1;
2018-04-09T00:05:46.000Z;1015;-1;
2018-04-09T00:05:19.000Z;488;-1;
2018-04-09T00:04:07.000Z;774;-1;
2018-04-08T23:55:18.000Z;1120;-1;
2018-04-08T23:51:16.000Z;449;-1;
2018-04-08T23:44:4652Z;487;487;
2018-04-08T23:43:28.561Z;487;-1;
2018-04-08T23:35:46.000Z;578;-1;
2018-04-08T23:30:02.000Z;3374;-1;
2018-04-08T23:29:20.000Z;1097;-1;
2018-04-08T23:23:46.000Z;930;-1;
2018-04-08T23:23:28.000Z;1022;-1;
2018-04-08T23:19:09.000Z;1099;-1;
2018-04-08T23:15:53.000Z;688;-1;
2018-04-08T23:15:08.000Z;1092;-1;
2018-04-08T23:14:44.000Z;1099;-1;
2018-04-08T23:01:3200Z;1015;1015;
2018-04-08T23:01:19.000Z;126;-1;
2018-04-08T22:58:03.000Z;1015;-1;
2018-04-08T22:54:47.488Z;80;-1;
2018-04-08T22:49:41.270Z;390;-1;
2018-04-08T22:42:46.903Z;551;-1;
2018-04-08T22:38:33.774Z;159;-1;
2018-04-08T22:37:17.000Z;654;-1;
2018-04-08T22:28:34.000Z;1087;-1;
2018-04-22T15:19:31.000Z;1009;-1;
2018-04-22T15:18:09.000Z;2742;-1;
2018-04-22T15:12:22.345Z;570;-1;
2018-04-22T15:11:19.000Z;2740;-1;
2018-04-22T15:11:00.000Z;292;-1;
2018-04-22T15:07:51.000Z;600;-1;
2018-04-22T15:01:45.030Z;159;-1;
2018-04-22T14:57:46.000Z;301;-1;
2018-04-22T14:52:33.000Z;1908;-1;
2018-04-22T14:51:54.000Z;1626;-1;
2018-04-22T14:49:07.000Z;763;-1;
2018-04-22T14:34:19.584Z;182;-1;
2018-04-22T14:32:32.000Z;433;-1;
2018-04-22T14:31:30.000Z;278;-1;
2018-04-22T14:31:09.824Z;159;-1;
2018-04-22T14:27:36.000Z;745;-1;
2018-04-22T14:24:4600Z;577;577;
2018-04-22T14:23:16.248Z;574;574;
2018-04-22T14:23:01.000Z;577;-1;
2018-04-22T14:22:40.100Z;159;-1;
2018-04-22T14:22:19.993Z;8;-1;
2018-04-22T14:21:51.484Z;574;574;
2018-04-22T14:20:49.662Z;571;-1;
2018-04-22T14:18:11.000Z;3445;-1;
2018-04-22T14:17:52.966Z;574;574;
2018-04-22T14:14:19.508Z;574;574;
2018-04-22T14:02:39.000Z;2735;-1;
2018-04-22T14:01:42.094Z;551;-1;
2018-04-22T14:00:24.000Z;2746;-1;
2018-04-22T13:44:45.000Z;2111;-1;
2018-04-22T13:36:27.000Z;2736;-1;
2018-04-22T13:25:0500Z;1408;1408;
2018-04-22T13:23:52.000Z;930;-1;
2018-04-22T13:23:32.000Z;1408;-1;
2018-04-22T13:14:08.399Z;2732;-1;
2018-04-22T13:09:49.000Z;1850;-1;
2018-04-22T12:44:05.000Z;2241;-1;
2018-04-22T12:35:00.000Z;683;-1;
2018-04-22T12:27:49.000Z;366;-1;
2018-04-28T08:28:49.000Z;64;-1;
2018-04-28T08:21:00.167Z;570;570;
2018-04-28T08:19:01.225Z;390;-1;
2018-04-28T08:18:48.169Z;101;-1;
2018-04-28T08:11:48.331Z;570;-1;
2018-04-28T08:08:34.319Z;159;159;
2018-04-28T08:01:53.000Z;689;-1;
2018-04-28T08:00:20.249Z;390;-1;
2018-04-28T07:54:00.000Z;1917;-1;
2018-04-28T07:42:33.385Z;101;-1;
2018-04-28T07:29:23.000Z;3375;-1;
2018-04-28T07:22:09.944Z;101;-1;
2018-04-28T07:08:4900Z;340;340;
2018-04-28T06:35:35.000Z;3227;-1;
2018-04-28T06:34:58.000Z;3276;-1;
2018-04-28T05:58:56.000Z;3227;-1;
2018-04-28T05:50:16.223Z;101;-1;
2018-04-28T05:50:07.000Z;3225;-1;
2018-04-28T05:49:10.000Z;449;-1;
2018-04-28T05:30:19.000Z;3221;-1;
2018-04-28T05:26:14.000Z;1066;-1;
2018-04-28T05:19:07.461Z;487;-1;
2018-04-28T05:08:28.100Z;159;-1;
2018-04-28T04:57:59.000Z;3251;-1;
2018-04-28T04:57:12.000Z;997;-1;
2018-04-28T04:44:52.000Z;1837;-1;
2018-04-28T04:43:50.478Z;571;-1;
2018-04-28T04:39:29.315Z;101;-1;
2018-04-28T04:39:20.000Z;340;-1;
2018-04-28T04:38:07.053Z;101;-1;
2018-04-28T04:33:36.000Z;3312;-1;
2018-04-28T04:31:13.000Z;1549;-1;
2018-04-28T04:19:38.525Z;571;-1;
2018-04-28T04:14:05.000Z;582;-1;
2018-04-28T04:13:35.000Z;2288;-1;
2018-04-28T03:57:40.000Z;703;-1;
2018-04-28T03:54:01.000Z;3244;-1;
2018-04-28T03:42:08.000Z;3041;-1;
2018-04-28T03:39:12.928Z;487;-1;
2018-04-24T02:36:47.391Z;182;182;
2018-04-24T02:35:0900Z;2629;2629;
2018-04-24T02:34:59.741Z;182;-1;
2018-04-24T02:32:58.936Z;159;-1;
2018-04-24T02:32:23.851Z;574;-1;
2018-04-24T02:31:07.000Z;600;-1;
2018-04-24T02:30:42.086Z;182;-1;
2018-04-24T02:25:56.727Z;159;-1;
2018-04-24T02:23:42.780Z;159;-1;
2018-04-24T02:22:22.000Z;1471;-1;
2018-04-24T02:19:50.515Z;159;-1;
2018-04-24T02:13:27.000Z;2629;-1;
2018-04-24T02:12:24.686Z;159;-1;
2018-04-24T02:11:16.876Z;8;-1;
2018-04-24T02:10:17.000Z;996;-1;
2018-04-24T02:05:32.000Z;2871;-1;
2018-04-24T02:03:03.000Z;1693;-1;
2018-04-24T01:57:54.352Z;487;487;
2018-04-24T01:54:32.000Z;2288;-1;
2018-04-24T01:51:06.000Z;1005;-1;
2018-04-24T01:50:54.320Z;487;-1;
2018-04-24T01:50:09.871Z;574;-1;
2018-04-24T01:33:09.000Z;2120;-1;
2018-04-24T01:28:05.000Z;2868;-1;
2018-04-24T01:27:28.000Z;2869;-1;
2018-04-24T01:23:35.846Z;574;-1;
2018-04-24T01:23:07.000Z;407;-1;
2018-04-24T01:21:36.000Z;1170;-1;
2018-04-24T01:09:49.000Z;795;-1;
2018-04-24T01:09:42.841Z;159;-1;
2018-04-24T01:08:20.000Z;410;-1;
2018-04-24T00:57:22.000Z;449;-1;
2018-04-24T00:32:42.000Z;1303;-1;
2018-04-24T00:32:20.309Z;10;-1;
2018-04-24T00:31:40.000Z;763;-1;
2018-04-24T00:18:38.000Z;1164;-1;
2018-04-24T00:17:37.000Z;2865;-1;
2018-04-24T00:14:41.000Z;1943;-1;
2018-04-24T00:13:55.000Z;1471;-1;
2018-04-24T23:09:37.122Z;574;574;
2018-04-24T23:08:48.666Z;574;574;
2018-04-24T23:07:23.864Z;574;574;
2018-04-24T23:06:38.585Z;574;574;
2018-04-24T23:06:10.375Z;574;-1;
2018-04-24T23:04:09.900Z;101;-1;
2018-04-24T22:59:01.159Z;101;-1;
2018-04-24T22:58:23.078Z;101;-1;
2018-04-24T22:47:57.147Z;571;-1;
2018-04-24T22:46:02.665Z;101;-1;
2018-04-24T22:44:56.000Z;2934;-1;
2018-04-24T22:44:25.884Z;569;-1;
2018-04-24T22:43:21.597Z;571;-1;
2018-04-24T22:42:46.482Z;80;-1;
2018-04-24T22:39:29.000Z;857;-1;
2018-04-24T22:38:57.633Z;174;174;
2018-04-24T22:36:12.910Z;174;174;
2018-04-24T22:34:31.000Z;946;-1;
2018-04-24T22:33:15.711Z;174;174;
2018-04-24T22:25:10.986Z;174;174;
2018-04-24T22:23:02.828Z;174;174;
2018-04-24T22:22:35.770Z;174;174;
2018-04-24T22:21:49.324Z;174;174;
2018-04-24T22:21:07.522Z;159;-1;
2018-04-24T22:17:5665Z;174;174;
2018-04-24T22:17:48.000Z;3053;-1;
2018-04-24T22:15:22.000Z;2931;-1;
2018-04-24T22:05:33.000Z;621;-1;
2018-04-24T22:05:00.959Z;174;174;
2018-04-24T22:04:16.258Z;174;174;
2018-04-24T22:01:39.688Z;2319;-1;
2018-04-24T21:58:21.236Z;174;174;
2018-04-24T21:58:10.000Z;484;-1;
2018-04-24T21:57:51.363Z;174;174;
2018-04-24T21:53:38.000Z;786;-1;
2018-04-24T21:45:50.719Z;174;174;
2018-04-24T21:44:4019Z;174;174;
2018-04-27T21:30:10.000Z;3191;-1;
2018-04-27T21:27:46.000Z;766;-1;
2018-04-27T21:27:12.000Z;3188;-1;
2018-04-27T21:25:29.247Z;159;-1;
2018-04-27T21:19:34.771Z;487;-1;
2018-04-27T21:11:16.559Z;101;-1;
2018-04-27T21:07:18.413Z;159;-1;
2018-04-27T21:07:16.000Z;1348;-1;
2018-04-27T21:06:26.707Z;2349;-1;
2018-04-27T21:00:39.000Z;1500;-1;
2018-04-27T21:00:02.000Z;1664;-1;
2018-04-27T20:58:57.000Z;1095;-1;
2018-04-27T20:57:13.000Z;936;-1;
2018-04-27T20:51:32.000Z;3201;-1;
2018-04-27T20:48:49.000Z;3187;-1;
2018-04-27T20:44:07.000Z;3185;-1;
2018-04-27T20:40:28.000Z;3185;-1;
2018-04-27T20:37:44.000Z;826;-1;
2018-04-27T20:36:38.000Z;2344;-1;
2018-04-27T20:19:10.000Z;652;-1;
2018-04-27T20:16:46.886Z;568;-1;
2018-04-27T20:15:22.000Z;532;-1;
2018-04-27T20:13:57.105Z;574;574;
2018-04-27T20:10:48.863Z;574;574;
2018-04-27T20:10:45.000Z;3129;-1;
2018-04-27T20:08:51.000Z;2299;-1;
2018-04-27T20:05:39.999Z;574;574;
2018-04-27T20:02:31.439Z;570;-1;
2018-04-27T20:01:09.583Z;159;-1;
2018-04-27T19:54:42.000Z;3184;-1;
2018-04-27T19:53:53.586Z;8;-1;
2018-04-27T19:53:07.000Z;2627;-1;
2018-04-27T19:51:25.600Z;159;-1;
2018-04-27T19:46:3600Z;1095;1095;
2018-04-27T19:43:31.862Z;80;-1;
2018-04-27T19:43:24.000Z;2804;-1;
2018-04-27T19:39:17.000Z;1095;-1;
2018-04-27T19:31:10.361Z;101;-1;
2018-04-20T04:07:39.204Z;566;-1;
2018-04-20T04:07:31.302Z;159;-1;
2018-04-20T04:03:50.000Z;533;-1;
2018-04-20T03:55:30.000Z;857;-1;
2018-04-20T03:41:49.679Z;182;-1;
2018-04-20T03:37:55.000Z;647;-1;
2018-04-20T03:35:37.000Z;600;-1;
2018-04-20T03:32:01.000Z;607;-1;
2018-04-20T03:31:2400Z;1681;1681;
2018-04-20T03:31:13.000Z;1681;-1;
2018-04-20T03:21:22.000Z;750;-1;
2018-04-20T03:07:01.128Z;159;-1;
2018-04-20T03:03:29.000Z;583;-1;
2018-04-20T02:55:32.778Z;568;-1;
2018-04-20T02:52:35.000Z;647;-1;
2018-04-20T02:52:34.000Z;662;-1;
2018-04-20T02:51:25.000Z;835;-1;
2018-04-20T02:51:21.000Z;2555;-1;
2018-04-20T02:48:33.167Z;568;-1;
2018-04-20T02:47:30.000Z;1108;-1;
2018-04-20T02:12:18.979Z;568;-1;
2018-04-20T02:01:43.000Z;577;-1;
2018-04-20T01:57:53.151Z;568;568;
2018-04-20T01:56:33.455Z;568;-1;
2018-04-20T01:54:33.065Z;568;-1;
2018-04-20T01:52:33.000Z;532;-1;
2018-04-20T01:51:42.000Z;1749;-1;
2018-04-20T01:48:43.000Z;2290;-1;
2018-04-20T01:46:59.596Z;568;-1;
2018-04-20T01:46:47.000Z;102;-1;
2018-04-20T01:46:45.000Z;835;-1;
2018-04-20T01:46:35.000Z;2550;-1;
2018-04-20T01:46:14.000Z;488;-1;
2018-04-20T01:46:13.000Z;1533;-1;
2018-04-20T01:45:35.904Z;574;574;
2018-04-20T01:44:33.860Z;574;-1;
2018-04-20T01:33:19.000Z;2552;-1;
2018-04-20T01:32:25.000Z;621;-1;
2018-04-20T01:28:50.000Z;2548;-1;
2018-04-26T08:54:19.747Z;159;-1;
2018-04-26T08:43:52.321Z;159;-1;
2018-04-26T08:33:23.522Z;159;-1;
2018-04-26T08:31:33.000Z;2436;-1;
2018-04-26T08:26:21.000Z;301;-1;
